manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
Volvo,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,56250,Sedan,S90,2017,316,4,Luxury,Large,31,22,870
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,25350,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,22,16,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,rear wheel drive,52150,Sedan,E-Class,2017,241,4,Luxury,Midsize,30,22,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,59200,Convertible,SLK-Class,2016,302,2,Luxury,Compact,29,21,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,rear wheel drive,39850,Sedan,C-Class,2017,241,4,Luxury,Midsize,34,24,617
BMW,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,43950,Sedan,4 Series Gran Coupe,2017,248,4,Luxury,Midsize,33,23,3916
BMW,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,33150,Coupe,2 Series,2017,248,2,Luxury,Compact,35,24,3916
Mercedes-Benz,AUTOMATIC,diesel,4,all wheel drive,55150,Sedan,E-Class,2016,195,4,Diesel,Midsize,38,27,617
FIAT,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,22995,Wagon,500L,2017,160,4,Generic,Compact,30,22,819
Mitsubishi,AUTOMATIC,regular unleaded,3,front wheel drive,13995,4dr Hatchback,Mirage,2014,74,4,Hatchback,Compact,44,37,436
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,58150,Sedan,5 Series,2016,302,4,Luxury,Large,29,20,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,98650,Sedan,S-Class,2016,449,4,Luxury,Large,26,16,617
BMW,AUTOMATIC,diesel,4,all wheel drive,42250,Sedan,3 Series,2017,180,4,Diesel,Midsize,40,30,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,75700,Sedan,CLS-Class,2015,402,4,Luxury,Midsize,24,17,617
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,45250,4dr SUV,X4,2016,240,4,Crossover,Midsize,28,20,3916
BMW,AUTOMATIC,diesel,4,all wheel drive,42000,4dr SUV,X3,2015,180,4,Crossover,Midsize,34,27,3916
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,17900,2dr Hatchback,500,2016,101,2,Hatchback,Compact,40,31,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,37480,4dr SUV,GLK-Class,2014,302,4,Crossover,Midsize,25,19,617
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,49400,Convertible,370Z,2015,332,2,High-Performance,Compact,25,18,2009
BMW,AUTOMATIC,diesel,4,all wheel drive,44150,Wagon,3 Series,2016,180,4,Diesel,Midsize,40,30,3916
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,40300,Sedan,4 Series Gran Coupe,2015,240,4,Luxury,Midsize,34,23,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,20145,4dr Hatchback,3,2017,155,4,Hatchback,Compact,37,28,586
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,26240,4dr SUV,CX-3,2016,146,4,Crossover,Compact,32,27,586
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,75300,4dr SUV,X6,2016,445,4,Crossover,Midsize,21,15,3916
Mitsubishi,MANUAL,regular unleaded,3,front wheel drive,14195,4dr Hatchback,Mirage,2014,74,4,Hatchback,Compact,42,34,436
Mazda,MANUAL,regular unleaded,4,front wheel drive,19095,4dr Hatchback,3,2017,155,4,Hatchback,Compact,37,27,586
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,14130,Sedan,Versa,2017,109,4,Generic,Compact,39,31,2009
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,38100,4dr SUV,XC60,2016,250,4,Crossover,Midsize,26,19,870
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,68800,Sedan,A7,2017,333,4,Luxury,Large,29,21,3105
Mazda,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,30550,Convertible,MX-5 Miata,2015,158,2,Performance,Compact,28,21,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,53100,Sedan,E-Class,2016,302,4,Luxury,Midsize,29,20,617
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,17960,4dr Hatchback,Versa Note,2015,109,4,Hatchback,Compact,40,31,2009
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,44150,4dr SUV,XC60,2016,240,4,Crossover,Midsize,31,23,870
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,101690,4dr SUV,GLE-Class,2017,550,4,Crossover,Midsize,17,13,617
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,74000,Sedan,7 Series,2015,315,4,Luxury,Large,29,19,3916
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,43350,Convertible,TT,2015,211,2,Luxury,Compact,31,22,3105
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,21995,Sedan,200,2016,184,4,Flex Fuel,Midsize,36,23,1013
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,30540,Passenger Minivan,Quest,2016,260,4,Generic,Compact,27,20,2009
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,43860,Crew Cab Pickup,Titan,2015,317,4,Flex Fuel,Large,17,12,2009
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,front wheel drive,34465,Passenger Minivan,Town and Country,2014,283,4,Flex Fuel,Midsize,25,17,1013
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,46570,Convertible,370Z,2016,332,2,High-Performance,Compact,25,18,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,106700,Convertible,SL-Class,2015,429,2,Luxury,Compact,24,17,617
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,82800,Sedan,6 Series Gran Coupe,2017,315,4,Luxury,Large,28,19,3916
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,37670,Crew Cab Pickup,Titan,2017,390,4,Generic,Large,21,15,2009
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,43950,Sedan,S80,2014,300,4,Luxury,Midsize,25,18,870
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,four wheel drive,119900,4dr SUV,G-Class,2016,416,4,Luxury,Midsize,14,13,617
Mercedes-Benz,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,39150,4dr SUV,GLC-Class,2017,241,4,Crossover,Midsize,28,22,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,153000,Coupe,CL-Class,2013,536,2,Factory Tuner,Large,22,15,617
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,27795,Sedan,200,2017,184,4,Flex Fuel,Midsize,36,23,1013
Mazda,MANUAL,regular unleaded,4,front wheel drive,24745,Sedan,3,2016,184,4,Performance,Compact,37,25,586
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,21490,Convertible,500,2017,160,2,Factory Tuner,Compact,33,28,819
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,26580,Passenger Minivan,Quest,2016,260,4,Generic,Compact,27,20,2009
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,21145,4dr Hatchback,3,2015,155,4,Hatchback,Compact,40,30,586
Audi,AUTOMATED_MANUAL,premium unleaded (required),10,all wheel drive,199600,Convertible,R8,2015,550,2,Luxury,Compact,22,13,3105
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,52500,Sedan,5 Series,2016,240,4,Luxury,Large,34,22,3916
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,37250,Wagon,V60,2015,250,4,Luxury,Midsize,29,20,870
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,62900,4dr SUV,X6,2016,300,4,Crossover,Midsize,24,18,3916
Nissan,MANUAL,premium unleaded (required),4,front wheel drive,28020,4dr Hatchback,Juke,2017,215,4,Crossover,Compact,31,26,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,110650,4dr SUV,GLE-Class Coupe,2017,577,4,Crossover,Midsize,18,14,617
Mitsubishi,AUTOMATIC,regular unleaded,3,front wheel drive,15395,4dr Hatchback,Mirage,2015,74,4,Hatchback,Compact,44,37,436
Nissan,MANUAL,regular unleaded,4,front wheel drive,11990,Sedan,Versa,2015,109,4,Generic,Compact,36,27,2009
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,233509,Coupe,458 Italia,2013,562,2,Exotic,Compact,17,13,2774
Audi,MANUAL,premium unleaded (required),6,all wheel drive,59350,Coupe,S5,2016,333,2,Factory Tuner,Midsize,26,17,3105
BMW,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,113400,Coupe,M6,2016,552,2,Factory Tuner,Midsize,20,14,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,47790,4dr SUV,M-Class,2014,302,4,Crossover,Midsize,24,18,617
Mitsubishi,AUTOMATIC,premium unleaded (recommended),6,all wheel drive,30995,4dr SUV,Outlander,2016,224,4,Crossover,Midsize,27,20,436
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,40150,Sedan,A3,2017,186,4,Luxury,Compact,35,26,3105
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,24150,4dr Hatchback,Juke,2016,188,4,Crossover,Compact,31,26,2009
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,43550,Convertible,A3,2017,220,2,Luxury,Compact,34,25,3105
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,24850,4dr SUV,Xterra,2013,261,4,Generic,Midsize,22,16,2009
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,35750,Sedan,A3,2015,220,4,Luxury,Compact,33,24,3105
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,24990,4dr SUV,Xterra,2013,261,4,Generic,Midsize,20,15,2009
Audi,AUTOMATED_MANUAL,premium unleaded (required),10,all wheel drive,175100,Convertible,R8,2015,525,2,Luxury,Compact,22,13,3105
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,24470,Sedan,Altima,2016,182,4,Generic,Midsize,37,27,2009
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,20395,Convertible,500,2016,101,2,Generic,Compact,40,31,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,rear wheel drive,52150,Sedan,E-Class,2017,241,4,Luxury,Midsize,30,22,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,62600,Convertible,E-Class,2017,329,2,Luxury,Midsize,29,20,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,72800,Sedan,C-Class,2017,503,4,Factory Tuner,Midsize,24,18,617
Mazda,MANUAL,regular unleaded,4,front wheel drive,23945,Sedan,6,2016,184,4,Generic,Midsize,37,25,586
Audi,AUTOMATIC,diesel,6,all wheel drive,70400,Sedan,A7,2016,240,4,Diesel,Large,38,25,3105
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,22100,4dr Hatchback,Juke,2017,188,4,Crossover,Compact,30,26,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,all wheel drive,20995,Sedan,Lancer,2016,168,4,Generic,Compact,31,23,436
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,34050,Sedan,CLA-Class,2016,208,4,Luxury,Midsize,33,24,617
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,22800,Convertible,500,2015,101,2,Generic,Compact,34,28,819
Mitsubishi,AUTOMATIC,regular unleaded,3,front wheel drive,14195,4dr Hatchback,Mirage,2017,78,4,Hatchback,Compact,43,37,436
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,47050,Convertible,A3,2015,220,2,Luxury,Compact,32,23,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,70850,Convertible,SLK-Class,2015,415,2,Factory Tuner,Compact,28,19,617
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,30065,Convertible,MX-5 Miata,2016,155,2,Performance,Compact,34,27,586
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,45550,4dr SUV,XC60,2015,302,4,Crossover,Midsize,30,22,870
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,215500,Coupe,CL-Class,2014,621,2,Factory Tuner,Large,18,12,617
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,27960,Crew Cab Pickup,Frontier,2016,261,4,Generic,Compact,21,15,2009
Mazda,AUTOMATIC,regular unleaded,6,all wheel drive,31575,4dr SUV,CX-9,2014,273,4,Crossover,Large,22,16,586
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,42750,Coupe,4 Series,2015,240,2,Luxury,Midsize,33,22,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,24295,4dr Hatchback,3,2016,155,4,Hatchback,Compact,40,30,586
Audi,AUTOMATED_MANUAL,premium unleaded (required),8,all wheel drive,74100,Sedan,S6,2017,450,4,Factory Tuner,Midsize,27,18,3105
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,16995,2dr Hatchback,500,2016,101,2,Hatchback,Compact,40,31,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,41500,Sedan,C-Class,2017,241,4,Luxury,Midsize,31,24,617
BMW,AUTOMATIC,diesel,6,all wheel drive,57700,4dr SUV,X5,2016,255,4,Crossover,Midsize,30,23,3916
Mazda,MANUAL,regular unleaded,4,front wheel drive,24345,4dr Hatchback,3,2015,184,4,Hatchback,Compact,35,26,586
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,34195,Sedan,300,2015,292,4,Generic,Large,27,18,1013
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,58100,4dr SUV,X4,2017,355,4,Crossover,Midsize,26,19,3916
Mitsubishi,AUTOMATIC,regular unleaded,4,all wheel drive,20995,Sedan,Lancer,2015,168,4,Generic,Compact,29,22,436
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,56900,Convertible,4 Series,2015,300,2,Luxury,Midsize,29,20,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,29960,4dr SUV,Rogue,2017,170,4,Crossover,Midsize,33,26,2009
BMW,DIRECT_DRIVE,electric,0,rear wheel drive,42400,4dr Hatchback,i3,2017,170,4,Hatchback,Compact,111,137,3916
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,24950,Crew Cab Pickup,Frontier,2017,261,4,Generic,Compact,23,16,2009
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,32950,Sedan,3 Series,2015,180,4,Luxury,Midsize,36,24,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,110800,Convertible,SL-Class,2017,449,2,Luxury,Compact,25,17,617
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,43350,4dr SUV,XC60,2016,302,4,Crossover,Midsize,28,20,870
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,135200,Sedan,ALPINA B7,2015,540,4,Factory Tuner,Large,24,16,3916
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,24395,4dr SUV,CX-5,2015,184,4,Crossover,Midsize,30,24,586
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,206000,Convertible,SLS AMG GT,2013,583,2,Exotic,Compact,19,13,617
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,47900,Sedan,S60,2016,302,4,Luxury,Midsize,31,22,870
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,63200,4dr Hatchback,5 Series Gran Turismo,2017,300,4,Hatchback,Large,26,18,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,rear wheel drive,38950,4dr SUV,GLC-Class,2016,241,4,Crossover,Midsize,28,22,617
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,38590,Sedan,300,2016,300,4,Generic,Large,27,18,1013
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,13540,Sedan,Versa,2016,109,4,Generic,Compact,35,26,2009
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,98700,4dr SUV,X5 M,2015,567,4,Crossover,Midsize,19,14,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,28730,4dr SUV,Rogue,2016,170,4,Crossover,Midsize,33,26,2009
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,38150,Sedan,S60,2015,302,4,Luxury,Midsize,35,24,870
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,67600,Sedan,A6,2017,340,4,Luxury,Midsize,31,22,3105
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,22790,4dr SUV,Rogue,2015,170,4,Crossover,Midsize,33,26,2009
Mercedes-Benz,AUTOMATIC,diesel,4,rear wheel drive,51800,Sedan,E-Class,2015,195,4,Diesel,Midsize,42,28,617
Chrysler,AUTOMATIC,regular unleaded,6,rear wheel drive,35675,Sedan,300,2017,300,4,Performance,Large,30,19,1013
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,29450,Convertible,MX-5 Miata,2015,167,2,Performance,Compact,28,21,586
Nissan,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,22300,4dr Hatchback,Juke,2016,188,4,Crossover,Compact,32,28,2009
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),12,all wheel drive,295000,Coupe,FF,2014,651,2,Exotic,Large,16,11,2774
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,21595,Sedan,Lancer,2015,168,4,Generic,Compact,30,23,436
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,61600,Sedan,A6,2016,333,4,Luxury,Midsize,30,20,3105
Audi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,47000,Sedan,S3,2015,292,4,Factory Tuner,Compact,31,23,3105
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,26065,4dr SUV,CX-5,2014,184,4,Crossover,Midsize,30,24,586
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,42890,4dr SUV,Armada,2014,317,4,Flex Fuel,Large,18,12,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,141450,Sedan,S-Class,2015,577,4,Factory Tuner,Large,23,15,617
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,122200,Sedan,ALPINA B6 Gran Coupe,2016,600,4,Factory Tuner,Large,24,15,3916
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,43150,Sedan,A3,2017,220,4,Luxury,Compact,35,26,3105
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,29990,Coupe,370Z,2016,332,2,High-Performance,Compact,26,18,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,four wheel drive,23895,4dr SUV,Outlander Sport,2016,168,4,Crossover,Compact,27,22,436
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,51400,Wagon,A4 allroad,2017,252,4,Luxury,Midsize,28,23,3105
Audi,MANUAL,premium unleaded (required),4,all wheel drive,37000,Sedan,A4,2016,220,4,Luxury,Midsize,32,22,3105
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,128300,Sedan,ALPINA B7,2014,540,4,Factory Tuner,Large,25,16,3916
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,45800,Sedan,3 Series,2016,320,4,Luxury,Midsize,33,22,3916
Audi,MANUAL,premium unleaded (required),10,all wheel drive,153900,Coupe,R8,2015,525,2,Luxury,Compact,19,12,3105
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,51050,4dr SUV,XC60,2016,325,4,Crossover,Midsize,23,17,870
Audi,MANUAL,premium unleaded (required),6,all wheel drive,55100,Sedan,S4,2016,333,4,Factory Tuner,Midsize,26,17,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,59900,Wagon,E-Class,2016,302,4,Luxury,Midsize,27,20,617
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,48100,Convertible,370Z,2016,332,2,High-Performance,Compact,24,17,2009
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,44800,Wagon,allroad,2016,220,4,Luxury,Midsize,28,21,3105
Volvo,AUTOMATIC,regular unleaded,6,front wheel drive,34500,Wagon,XC70,2014,240,4,Crossover,Midsize,26,18,870
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,17745,2dr Hatchback,500,2016,101,2,Hatchback,Compact,40,31,819
Audi,MANUAL,premium unleaded (required),6,all wheel drive,48400,Sedan,S4,2015,333,4,Factory Tuner,Midsize,26,17,3105
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,24720,Sedan,Altima,2015,182,4,Generic,Midsize,38,27,2009
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,32620,4dr SUV,Murano,2015,260,4,Crossover,Midsize,28,21,2009
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,37810,Crew Cab Pickup,Titan,2017,390,4,Generic,Large,21,15,2009
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,32080,Extended Cab Pickup,Frontier,2016,261,4,Generic,Compact,21,15,2009
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,43760,4dr SUV,Pathfinder,2017,284,4,Crossover,Large,26,19,2009
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,41950,Wagon,3 Series,2015,241,4,Luxury,Midsize,33,22,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,62250,Convertible,E-Class,2016,329,2,Luxury,Midsize,29,20,617
Mercedes-Benz,AUTOMATIC,diesel,6,all wheel drive,51790,4dr SUV,M-Class,2014,240,4,Crossover,Midsize,28,20,617
Nissan,MANUAL,regular unleaded,6,four wheel drive,29440,4dr SUV,Xterra,2013,261,4,Generic,Midsize,20,16,2009
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,31690,Crew Cab Pickup,Frontier,2016,261,4,Generic,Compact,22,16,2009
Audi,AUTOMATIC,premium unleaded (required),4,front wheel drive,35500,Sedan,A4,2015,220,4,Luxury,Midsize,32,24,3105
FIAT,AUTOMATIC,regular unleaded,4,front wheel drive,25135,4dr SUV,500X,2017,180,4,Crossover,Compact,30,22,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,43125,Sedan,C-Class,2016,241,4,Luxury,Midsize,31,24,617
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,46800,4dr SUV,X3,2016,300,4,Crossover,Midsize,27,19,3916
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,33500,Sedan,CLA-Class,2015,208,4,Luxury,Midsize,32,24,617
BMW,MANUAL,premium unleaded (required),4,rear wheel drive,38350,Sedan,3 Series,2016,240,4,Luxury,Midsize,34,22,3916
Mercedes-Benz,AUTOMATIC,diesel,4,all wheel drive,38590,4dr SUV,GLK-Class,2013,200,4,Crossover,Midsize,33,24,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,67000,Coupe,C-Class,2017,469,2,Factory Tuner,Midsize,23,17,617
Mazda,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,25980,Convertible,MX-5 Miata,2014,158,2,Performance,Compact,28,21,586
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,24490,Sedan,200,2016,184,4,Flex Fuel,Midsize,36,23,1013
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,62100,Sedan,ActiveHybrid 5,2016,335,4,Luxury,Large,30,23,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,20940,Passenger Minivan,5,2013,157,4,Generic,Compact,28,22,586
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,43180,Passenger Minivan,Quest,2015,260,4,Generic,Compact,27,20,2009
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,38510,4dr SUV,Armada,2015,317,4,Generic,Large,19,13,2009
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,47000,Wagon,A4 allroad,2017,252,4,Luxury,Midsize,28,23,3105
